"Loans","Loan requests","tick","Banks","Total central bank loans","Total cash & reserve","Total client loans","Total current accounts","Total interbank loans","Total securities","Total term deposits"
30.0,83.0,125.0,40,86502.9754488583,72868.08941322018,347339.4303250694,210793.77531970353,25466.201911876127,357702.5737240317,305740.6292695736
22.0,56.0,126.0,40,85855.30781345768,75593.97876207608,352960.68215157086,216415.02714620502,21128.87177329311,357702.5737240317,309116.15153204283
25.0,30.0,127.0,40,85748.22326939592,80046.28374008223,356133.6368618664,219587.98185650053,17372.62741449788,357702.5737240317,313675.54105411057
22.0,30.0,128.0,40,85240.9663323581,77232.44996396084,353607.29928174935,217035.9682944188,20934.08545826208,357702.5737240317,311391.80160947354
23.0,83.0,129.0,40,84288.82989463801,83276.24235442396,377560.0023315401,240987.8285410495,24418.180873980753,357905.8389773635,318666.0263112364
14.0,16.0,130.0,40,81845.06992934593,77509.96967447412,359317.9453750259,222576.23710323745,11351.3475498435,358254.64077563136,315808.28358800383
32.0,157.0,131.0,40,84064.9758372776,68024.50613043507,342164.58058475924,205257.20573104438,32379.65224857562,358254.64077563136,304218.8088830823
24.0,53.0,132.0,40,84013.41358045106,80424.909340911,360347.6081688331,223440.2333151181,20987.467603262856,358352.9255584668,316769.05913322023
20.0,588.0,133.0,40,98623.61829069065,65633.35502813163,327708.9824391276,190438.32908508464,26863.492642147055,358352.9255584668,287658.4066351817
17.0,75.0,134.0,40,96399.2078703208,103603.99187803117,372917.43219792977,235643.26352903043,20144.605525771618,358969.27408819017,328469.8024351744
18.0,21.0,135.0,40,90772.26917001515,70851.25219976305,341668.73792810016,204063.40979208497,22381.94458350563,359018.93523773656,301661.743199119
18.0,601.0,136.0,40,105231.07460533721,81580.27859283361,341425.28497620125,203921.38339473106,25829.764354597748,359018.93523773656,297872.6205776122
14.0,72.0,137.0,40,93448.83414259076,103373.93547984117,378007.29307971185,240502.73463559942,17764.297514925936,360386.5966921721,332816.17938180186
8.0,9.0,138.0,40,79712.74807869036,93684.74963156029,385745.8740170479,248241.3155729355,15173.040287877477,362092.1578885742,338568.6407938234
27.0,245.0,139.0,40,84320.88808036887,54969.76548814933,338093.2395202294,200088.64989681426,28306.565709002927,362092.1578885742,295674.4584719527
13.0,888.0,140.0,40,125867.86456491752,88827.52825252416,372342.2960631581,234324.45801507327,23047.665213142744,362092.1578885743,288113.90886392666
16.0,19.0,141.0,40,119478.46660020307,92475.3673706077,339515.62792639615,201202.5513808666,17109.82258442907,362178.0749368266,298285.3961547166
17.0,21.0,142.0,40,109935.73973617468,96297.2884503599,361983.48841238336,223670.41186685383,21027.820582275548,362243.93730471353,311715.9064663844
15.0,18.0,143.0,40,105000.78919263971,85143.88005602139,340541.00279508875,201991.61511134202,11598.006082162708,362463.3361261169,305810.2577246802
30.0,214.0,144.0,40,109465.19669458926,69191.436286676,326806.45199216815,188255.20730312256,32437.722543870525,362463.3361261169,285505.21347969805
16.0,40.0,145.0,40,104345.95299754858,103479.61992210445,368701.8226489753,230147.80645491366,18208.67003021381,362512.9968273471,324962.30151339737
